省份,科类,分数,百分位,位次,稳妥层次,分段数据源,有投档索引,冲刺院校,稳妥院校,保底院校,冲刺专业,稳妥专业,保底专业,问题数
贵州,物理类,507,82.19,30762,二本,model,False,,,,口腔医学技术 | 遥感科学与技术 | 中医康复学 | 宝石及材料工艺学,护理学 | 康复治疗学 | 土木工程 | 临床药学,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,0
贵州,物理类,532,92.16,13362,一本,model,False,,,,护理学 | 口腔医学技术 | 康复治疗学 | 土木工程,新能源科学与工程 | 电子信息工程 | 电气工程及其自动化 | 统计学,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,1
贵州,物理类,557,95.4,7858,双一流,model,False,,,,新能源科学与工程 | 电子信息工程 | 电气工程及其自动化 | 统计学,,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,1
贵州,物理类,582,97.42,4410,211,model,False,,,,新能源科学与工程 | 电子信息工程 | 电气工程及其自动化 | 统计学,临床医学 | 机器人工程 | 网络空间安全 | 数据科学与大数据技术,集成电路设计与集成系统 | 人工智能 | 分子科学与工程 | 声学,1
贵州,物理类,587,97.71,3922,211,model,False,,,,新能源科学与工程 | 电子信息工程 | 电气工程及其自动化 | 统计学,临床医学 | 机器人工程 | 网络空间安全 | 数据科学与大数据技术,集成电路设计与集成系统 | 人工智能 | 分子科学与工程 | 声学,1
贵州,物理类,600,98.31,2898,211,model,False,,,,新能源科学与工程 | 电子信息工程 | 电气工程及其自动化 | 统计学,临床医学 | 机器人工程 | 网络空间安全 | 数据科学与大数据技术,集成电路设计与集成系统 | 人工智能 | 分子科学与工程 | 声学,1
贵州,物理类,607,98.55,2480,985,model,False,,,,临床医学 | 机器人工程 | 网络空间安全 | 数据科学与大数据技术,集成电路设计与集成系统 | 人工智能 | 分子科学与工程 | 声学,,1
贵州,物理类,619,98.88,1916,985,model,False,,,,临床医学 | 机器人工程 | 网络空间安全 | 数据科学与大数据技术,集成电路设计与集成系统 | 人工智能 | 分子科学与工程 | 声学,,1
贵州,物理类,632,99.13,1481,985,model,False,,,,临床医学 | 机器人工程 | 网络空间安全 | 数据科学与大数据技术,集成电路设计与集成系统 | 人工智能 | 分子科学与工程 | 声学,,1
贵州,物理类,657,99.44,956,985,model,False,,,,临床医学 | 机器人工程 | 网络空间安全 | 数据科学与大数据技术,集成电路设计与集成系统 | 人工智能 | 分子科学与工程 | 声学,,1
贵州,物理类,682,99.62,638,C9,model,False,,,,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,,,1
贵州,物理类,697,99.72,488,C9,model,False,,,,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,,,1
贵州,物理类,707,99.77,396,C9,model,False,,,,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,,,1
贵州,物理类,732,99.9,171,C9,model,False,,,,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,,,1
贵州,物理类,750,100.0,9,C9,model,False,,,,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,,,1
贵州,历史类,332,0.08,75496,专科,model,False,,,,,业财数据应用与管理 | 中兽医 | 中小企业创业与经营 | 中文,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,0
贵州,历史类,357,2.97,73369,专科,model,False,,,,,业财数据应用与管理 | 中兽医 | 中小企业创业与经营 | 中文,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,0
贵州,历史类,382,8.39,69364,专科,model,False,,,,,业财数据应用与管理 | 中兽医 | 中小企业创业与经营 | 中文,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,0
贵州,历史类,407,17.43,62662,专科,model,False,,,,,业财数据应用与管理 | 中兽医 | 中小企业创业与经营 | 中文,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,0
贵州,历史类,432,30.61,52843,专科,model,False,,,,,业财数据应用与管理 | 中兽医 | 中小企业创业与经营 | 中文,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,0
贵州,历史类,457,47.26,40352,专科,model,False,,,,,业财数据应用与管理 | 中兽医 | 中小企业创业与经营 | 中文,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,0
贵州,历史类,482,65.56,26552,二本,model,False,,,,电子商务 | 学前教育 | 中医康复学 | 卫生教育,护理学 | 康复治疗学 | 市场营销 | 物流管理,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,0
贵州,历史类,507,83.0,13332,二本,model,False,,,,电子商务 | 学前教育 | 中医康复学 | 卫生教育,护理学 | 康复治疗学 | 市场营销 | 物流管理,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,0
贵州,历史类,532,91.3,6699,一本,model,False,,,,护理学 | 电子商务 | 康复治疗学 | 市场营销,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,法学 | 保密管理 | 保险学 | 公安管理学,1
贵州,历史类,557,94.93,3924,双一流,model,False,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,,法学 | 保密管理 | 保险学 | 公安管理学,1
贵州,历史类,582,97.19,2171,211,model,False,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,法学 | 保险学 | 公安管理学 | 国内安全保卫,保密管理 | 创业管理 | 国际事务与国际关系 | 女性学,1
贵州,历史类,587,97.51,1923,211,model,False,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,法学 | 保险学 | 公安管理学 | 国内安全保卫,保密管理 | 创业管理 | 国际事务与国际关系 | 女性学,1
贵州,历史类,600,98.19,1400,211,model,False,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,法学 | 保险学 | 公安管理学 | 国内安全保卫,保密管理 | 创业管理 | 国际事务与国际关系 | 女性学,1
贵州,历史类,607,98.47,1190,211,model,False,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,法学 | 保险学 | 公安管理学 | 国内安全保卫,保密管理 | 创业管理 | 国际事务与国际关系 | 女性学,1
贵州,历史类,619,98.83,904,985,model,False,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,保密管理 | 创业管理 | 国际事务与国际关系 | 女性学,,1
贵州,历史类,632,99.11,686,985,model,False,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,保密管理 | 创业管理 | 国际事务与国际关系 | 女性学,,1
贵州,历史类,657,99.44,432,985,model,False,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,保密管理 | 创业管理 | 国际事务与国际关系 | 女性学,,1
贵州,历史类,682,99.63,284,C9,model,False,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,,,1
贵州,历史类,697,99.72,216,C9,model,False,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,,,1
贵州,历史类,707,99.78,176,C9,model,False,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,,,1
贵州,历史类,732,99.9,76,C9,model,False,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,,,1
贵州,历史类,750,100.0,4,C9,model,False,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,,,1
辽宁,物理类,312,0.28,1625,专科,eol.cn,False,,,,,新能源汽车技术 | 计算机网络技术 | 大数据技术 | 丝绸技术,服装与服饰设计 | 集成电路设计与集成系统 | 临床医学 | 人工智能,0
辽宁,物理类,337,7.32,1511,专科,eol.cn,False,,,,,新能源汽车技术 | 计算机网络技术 | 大数据技术 | 丝绸技术,服装与服饰设计 | 集成电路设计与集成系统 | 临床医学 | 人工智能,0
辽宁,物理类,362,15.85,1373,专科,eol.cn,False,,,,,新能源汽车技术 | 计算机网络技术 | 大数据技术 | 丝绸技术,服装与服饰设计 | 集成电路设计与集成系统 | 临床医学 | 人工智能,0
辽宁,物理类,387,25.4,1218,专科,eol.cn,False,,,,,新能源汽车技术 | 计算机网络技术 | 大数据技术 | 丝绸技术,服装与服饰设计 | 集成电路设计与集成系统 | 临床医学 | 人工智能,0
辽宁,物理类,412,35.6,1053,专科,eol.cn,False,,,,,新能源汽车技术 | 计算机网络技术 | 大数据技术 | 丝绸技术,服装与服饰设计 | 集成电路设计与集成系统 | 临床医学 | 人工智能,0
辽宁,物理类,437,45.7,889,专科,eol.cn,False,,,,,新能源汽车技术 | 计算机网络技术 | 大数据技术 | 丝绸技术,服装与服饰设计 | 集成电路设计与集成系统 | 临床医学 | 人工智能,0
辽宁,物理类,462,55.82,724,专科,eol.cn,False,,,,,新能源汽车技术 | 计算机网络技术 | 大数据技术 | 丝绸技术,服装与服饰设计 | 集成电路设计与集成系统 | 临床医学 | 人工智能,0
辽宁,物理类,487,65.37,568,二本,eol.cn,False,,,,口腔医学技术 | 遥感科学与技术 | 中医康复学 | 宝石及材料工艺学,护理学 | 康复治疗学 | 土木工程 | 临床药学,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,0
辽宁,物理类,512,74.22,424,二本,eol.cn,False,,,,口腔医学技术 | 遥感科学与技术 | 中医康复学 | 宝石及材料工艺学,护理学 | 康复治疗学 | 土木工程 | 临床药学,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,0
辽宁,物理类,537,82.4,291,二本,eol.cn,False,,,,口腔医学技术 | 遥感科学与技术 | 中医康复学 | 宝石及材料工艺学,护理学 | 康复治疗学 | 土木工程 | 临床药学,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,0
辽宁,物理类,562,89.05,182,一本,eol.cn,False,,,,护理学 | 口腔医学技术 | 康复治疗学 | 土木工程,新能源科学与工程 | 电子信息工程 | 电气工程及其自动化 | 统计学,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,0
辽宁,物理类,587,94.05,100,双一流,eol.cn,False,,,,新能源科学与工程 | 电子信息工程 | 电气工程及其自动化 | 统计学,,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,0
辽宁,物理类,600,96.03,67,211,eol.cn,False,,,,新能源科学与工程 | 电子信息工程 | 电气工程及其自动化 | 统计学,临床医学 | 机器人工程 | 网络空间安全 | 数据科学与大数据技术,集成电路设计与集成系统 | 人工智能 | 分子科学与工程 | 声学,0
辽宁,物理类,612,97.38,44,211,eol.cn,False,,,,新能源科学与工程 | 电子信息工程 | 电气工程及其自动化 | 统计学,临床医学 | 机器人工程 | 网络空间安全 | 数据科学与大数据技术,集成电路设计与集成系统 | 人工智能 | 分子科学与工程 | 声学,0
辽宁,物理类,619,98.14,32,211,eol.cn,False,,,,新能源科学与工程 | 电子信息工程 | 电气工程及其自动化 | 统计学,临床医学 | 机器人工程 | 网络空间安全 | 数据科学与大数据技术,集成电路设计与集成系统 | 人工智能 | 分子科学与工程 | 声学,0
辽宁,物理类,637,99.38,11,985,eol.cn,False,,,,临床医学 | 机器人工程 | 网络空间安全 | 数据科学与大数据技术,集成电路设计与集成系统 | 人工智能 | 分子科学与工程 | 声学,,0
辽宁,物理类,662,99.78,4,C9,eol.cn,False,,,,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,,,0
辽宁,物理类,687,99.85,3,C9,eol.cn,False,,,,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,,,0
辽宁,物理类,697,99.88,3,C9,eol.cn,False,,,,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,,,0
辽宁,物理类,712,99.91,2,C9,eol.cn,False,,,,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,,,0
辽宁,物理类,737,99.94,1,C9,eol.cn,False,,,,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,,,0
辽宁,物理类,750,99.94,0,C9,eol.cn,False,,,,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,,,0
辽宁,历史类,312,0.28,1625,专科,eol.cn,False,,,,,业财数据应用与管理 | 中兽医 | 中小企业创业与经营 | 中文,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,0
辽宁,历史类,337,7.32,1511,专科,eol.cn,False,,,,,业财数据应用与管理 | 中兽医 | 中小企业创业与经营 | 中文,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,0
辽宁,历史类,362,15.85,1373,专科,eol.cn,False,,,,,业财数据应用与管理 | 中兽医 | 中小企业创业与经营 | 中文,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,0
辽宁,历史类,387,25.4,1218,专科,eol.cn,False,,,,,业财数据应用与管理 | 中兽医 | 中小企业创业与经营 | 中文,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,0
辽宁,历史类,412,35.6,1053,专科,eol.cn,False,,,,,业财数据应用与管理 | 中兽医 | 中小企业创业与经营 | 中文,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,0
辽宁,历史类,437,45.7,889,专科,eol.cn,False,,,,,业财数据应用与管理 | 中兽医 | 中小企业创业与经营 | 中文,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,0
辽宁,历史类,462,55.82,724,专科,eol.cn,False,,,,,业财数据应用与管理 | 中兽医 | 中小企业创业与经营 | 中文,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,0
辽宁,历史类,487,65.37,568,二本,eol.cn,False,,,,电子商务 | 学前教育 | 中医康复学 | 卫生教育,护理学 | 康复治疗学 | 市场营销 | 物流管理,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,0
辽宁,历史类,512,74.22,424,二本,eol.cn,False,,,,电子商务 | 学前教育 | 中医康复学 | 卫生教育,护理学 | 康复治疗学 | 市场营销 | 物流管理,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,0
辽宁,历史类,537,82.4,291,二本,eol.cn,False,,,,电子商务 | 学前教育 | 中医康复学 | 卫生教育,护理学 | 康复治疗学 | 市场营销 | 物流管理,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,0
辽宁,历史类,562,89.05,182,一本,eol.cn,False,,,,护理学 | 电子商务 | 康复治疗学 | 市场营销,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,法学 | 保密管理 | 保险学 | 公安管理学,0
辽宁,历史类,587,94.05,100,双一流,eol.cn,False,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,,法学 | 保密管理 | 保险学 | 公安管理学,0
辽宁,历史类,600,96.03,67,211,eol.cn,False,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,法学 | 保险学 | 公安管理学 | 国内安全保卫,保密管理 | 创业管理 | 国际事务与国际关系 | 女性学,0
辽宁,历史类,612,97.38,44,211,eol.cn,False,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,法学 | 保险学 | 公安管理学 | 国内安全保卫,保密管理 | 创业管理 | 国际事务与国际关系 | 女性学,0
辽宁,历史类,619,98.14,32,211,eol.cn,False,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,法学 | 保险学 | 公安管理学 | 国内安全保卫,保密管理 | 创业管理 | 国际事务与国际关系 | 女性学,0
辽宁,历史类,637,99.38,11,985,eol.cn,False,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,保密管理 | 创业管理 | 国际事务与国际关系 | 女性学,,0
辽宁,历史类,662,99.78,4,C9,eol.cn,False,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,,,0
辽宁,历史类,687,99.85,3,C9,eol.cn,False,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,,,0
辽宁,历史类,697,99.88,3,C9,eol.cn,False,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,,,0
辽宁,历史类,712,99.91,2,C9,eol.cn,False,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,,,0
辽宁,历史类,737,99.94,1,C9,eol.cn,False,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,,,0
辽宁,历史类,750,99.94,0,C9,eol.cn,False,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,,,0
重庆,物理类,368,0.19,139478,专科,eol.cn,False,,,,,新能源汽车技术 | 计算机网络技术 | 大数据技术 | 丝绸技术,服装与服饰设计 | 集成电路设计与集成系统 | 临床医学 | 人工智能,0
重庆,物理类,393,6.23,131154,专科,eol.cn,False,,,,,新能源汽车技术 | 计算机网络技术 | 大数据技术 | 丝绸技术,服装与服饰设计 | 集成电路设计与集成系统 | 临床医学 | 人工智能,0
重庆,物理类,418,13.94,120511,专科,eol.cn,False,,,,,新能源汽车技术 | 计算机网络技术 | 大数据技术 | 丝绸技术,服装与服饰设计 | 集成电路设计与集成系统 | 临床医学 | 人工智能,0
重庆,物理类,443,23.3,107542,专科,eol.cn,False,,,,,新能源汽车技术 | 计算机网络技术 | 大数据技术 | 丝绸技术,服装与服饰设计 | 集成电路设计与集成系统 | 临床医学 | 人工智能,0
重庆,物理类,468,34.16,92476,专科,eol.cn,False,,,,,新能源汽车技术 | 计算机网络技术 | 大数据技术 | 丝绸技术,服装与服饰设计 | 集成电路设计与集成系统 | 临床医学 | 人工智能,0
重庆,物理类,493,46.5,75344,专科,eol.cn,False,,,,,新能源汽车技术 | 计算机网络技术 | 大数据技术 | 丝绸技术,服装与服饰设计 | 集成电路设计与集成系统 | 临床医学 | 人工智能,0
重庆,物理类,518,59.16,57636,专科,eol.cn,False,,,,,新能源汽车技术 | 计算机网络技术 | 大数据技术 | 丝绸技术,服装与服饰设计 | 集成电路设计与集成系统 | 临床医学 | 人工智能,0
重庆,物理类,543,71.12,40906,二本,eol.cn,False,,,,口腔医学技术 | 遥感科学与技术 | 中医康复学 | 宝石及材料工艺学,护理学 | 康复治疗学 | 土木工程 | 临床药学,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,0
重庆,物理类,568,81.18,26748,二本,eol.cn,False,,,,口腔医学技术 | 遥感科学与技术 | 中医康复学 | 宝石及材料工艺学,护理学 | 康复治疗学 | 土木工程 | 临床药学,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,0
重庆,物理类,587,87.25,18194,一本,eol.cn,False,,,,护理学 | 口腔医学技术 | 康复治疗学 | 土木工程,新能源科学与工程 | 电子信息工程 | 电气工程及其自动化 | 统计学,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,0
重庆,物理类,593,88.94,15828,一本,eol.cn,False,,,,护理学 | 口腔医学技术 | 康复治疗学 | 土木工程,新能源科学与工程 | 电子信息工程 | 电气工程及其自动化 | 统计学,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,0
重庆,物理类,600,90.72,13292,一本,eol.cn,False,,,,护理学 | 口腔医学技术 | 康复治疗学 | 土木工程,新能源科学与工程 | 电子信息工程 | 电气工程及其自动化 | 统计学,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,0
重庆,物理类,618,94.62,7787,双一流,eol.cn,False,,,,新能源科学与工程 | 电子信息工程 | 电气工程及其自动化 | 统计学,,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,0
重庆,物理类,619,94.78,7537,双一流,eol.cn,False,,,,新能源科学与工程 | 电子信息工程 | 电气工程及其自动化 | 统计学,,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,0
重庆,物理类,643,98.1,2802,211,eol.cn,False,,,,新能源科学与工程 | 电子信息工程 | 电气工程及其自动化 | 统计学,临床医学 | 机器人工程 | 网络空间安全 | 数据科学与大数据技术,集成电路设计与集成系统 | 人工智能 | 分子科学与工程 | 声学,0
重庆,物理类,668,99.58,633,C9,eol.cn,False,,,,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,,,0
重庆,物理类,693,99.84,232,C9,eol.cn,False,,,,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,,,0
重庆,物理类,697,99.84,228,C9,eol.cn,False,,,,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,,,0
重庆,物理类,718,99.85,210,C9,eol.cn,False,,,,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,,,0
重庆,物理类,743,99.87,186,C9,eol.cn,False,,,,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,,,0
重庆,物理类,750,99.87,180,C9,eol.cn,False,,,,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,,,0
重庆,历史类,366,0.47,73373,专科,eol.cn,False,,,,,业财数据应用与管理 | 中兽医 | 中小企业创业与经营 | 中文,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,0
重庆,历史类,391,12.58,64506,专科,eol.cn,False,,,,,业财数据应用与管理 | 中兽医 | 中小企业创业与经营 | 中文,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,0
重庆,历史类,416,25.61,54967,专科,eol.cn,False,,,,,业财数据应用与管理 | 中兽医 | 中小企业创业与经营 | 中文,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,0
重庆,历史类,441,39.16,45030,专科,eol.cn,False,,,,,业财数据应用与管理 | 中兽医 | 中小企业创业与经营 | 中文,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,0
重庆,历史类,466,52.34,35355,专科,eol.cn,False,,,,,业财数据应用与管理 | 中兽医 | 中小企业创业与经营 | 中文,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,0
重庆,历史类,491,64.61,26308,专科,eol.cn,False,,,,,业财数据应用与管理 | 中兽医 | 中小企业创业与经营 | 中文,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,0
重庆,历史类,516,75.59,18217,二本,eol.cn,False,,,,电子商务 | 学前教育 | 中医康复学 | 卫生教育,护理学 | 康复治疗学 | 市场营销 | 物流管理,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,0
重庆,历史类,541,84.89,11323,二本,eol.cn,False,,,,电子商务 | 学前教育 | 中医康复学 | 卫生教育,护理学 | 康复治疗学 | 市场营销 | 物流管理,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,0
重庆,历史类,566,91.73,6247,一本,eol.cn,False,,,,护理学 | 电子商务 | 康复治疗学 | 市场营销,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,法学 | 保密管理 | 保险学 | 公安管理学,0
重庆,历史类,587,95.67,3284,双一流,eol.cn,False,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,,法学 | 保密管理 | 保险学 | 公安管理学,0
重庆,历史类,591,96.22,2870,211,eol.cn,False,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,法学 | 保险学 | 公安管理学 | 国内安全保卫,保密管理 | 创业管理 | 国际事务与国际关系 | 女性学,0
重庆,历史类,600,97.3,2063,211,eol.cn,False,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,法学 | 保险学 | 公安管理学 | 国内安全保卫,保密管理 | 创业管理 | 国际事务与国际关系 | 女性学,0
重庆,历史类,616,98.66,1032,985,eol.cn,False,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,保密管理 | 创业管理 | 国际事务与国际关系 | 女性学,,0
重庆,历史类,619,98.87,878,985,eol.cn,False,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,保密管理 | 创业管理 | 国际事务与国际关系 | 女性学,,0
重庆,历史类,641,99.73,214,C9,eol.cn,False,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,,,0
重庆,历史类,666,99.85,109,C9,eol.cn,False,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,,,0
重庆,历史类,691,99.86,102,C9,eol.cn,False,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,,,0
重庆,历史类,697,99.86,101,C9,eol.cn,False,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,,,0
重庆,历史类,716,99.87,96,C9,eol.cn,False,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,,,0
重庆,历史类,741,99.88,89,C9,eol.cn,False,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,,,0
重庆,历史类,750,99.88,86,C9,eol.cn,False,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,,,0
陕西,物理类,336,0.18,133570,专科,eol.cn,True,,,,,新能源汽车技术 | 计算机网络技术 | 大数据技术 | 丝绸技术,服装与服饰设计 | 集成电路设计与集成系统 | 临床医学 | 人工智能,0
陕西,物理类,361,5.7,126294,专科,eol.cn,True,云南大学滇池学院 | 宁夏大学新华学院 | 贵州黔南科技学院,,,,新能源汽车技术 | 计算机网络技术 | 大数据技术 | 丝绸技术,服装与服饰设计 | 集成电路设计与集成系统 | 临床医学 | 人工智能,0
陕西,物理类,386,13.31,116232,专科,eol.cn,True,上海中侨职业技术大学 | 北京理工大学珠海学院 | 南宁理工学院,三亚学院 | 上海外国语大学贤达经济人文学院 | 东莞城市学院,云南大学滇池学院 | 宁夏大学新华学院 | 贵州黔南科技学院,,新能源汽车技术 | 计算机网络技术 | 大数据技术 | 丝绸技术,服装与服饰设计 | 集成电路设计与集成系统 | 临床医学 | 人工智能,0
陕西,物理类,411,23.14,103223,专科,eol.cn,True,三江学院 | 中原工学院 | 北京物资学院,东南大学成贤学院 | 中国矿业大学徐海学院 | 云南工商学院,三亚学院 | 上海中侨职业技术大学 | 上海外国语大学贤达经济人文学院 | 东莞城市学院 | 丽江文化旅游学院,,新能源汽车技术 | 计算机网络技术 | 大数据技术 | 丝绸技术,服装与服饰设计 | 集成电路设计与集成系统 | 临床医学 | 人工智能,0
陕西,物理类,436,34.39,88239,专科,eol.cn,True,盐城工学院 | 乐山师范学院 | 九江学院,三峡大学科技学院 | 三明学院 | 上海师范大学天华学院,三江学院 | 东南大学成贤学院 | 中原工学院 | 中国矿业大学徐海学院 | 云南经济管理学院,,新能源汽车技术 | 计算机网络技术 | 大数据技术 | 丝绸技术,服装与服饰设计 | 集成电路设计与集成系统 | 临床医学 | 人工智能,0
陕西,物理类,461,46.36,72298,专科,eol.cn,True,上海第二工业大学 | 成都工业学院 | 河南工业大学,福建师范大学 | 安徽建筑大学 | 山东理工大学,盐城工学院 | 三峡大学科技学院 | 三明学院 | 上海师范大学天华学院 | 上海建桥学院,,新能源汽车技术 | 计算机网络技术 | 大数据技术 | 丝绸技术,服装与服饰设计 | 集成电路设计与集成系统 | 临床医学 | 人工智能,0
陕西,物理类,486,58.08,56596,专科,eol.cn,True,昆明理工大学 | 东华理工大学 | 中国人民警察大学,山东师范大学 | 河南工业大学 | 浙江科技大学,福建师范大学 | 上海第二工业大学 | 山东理工大学 | 成都工业学院 | 洛阳理工学院,,新能源汽车技术 | 计算机网络技术 | 大数据技术 | 丝绸技术,服装与服饰设计 | 集成电路设计与集成系统 | 临床医学 | 人工智能,0
陕西,物理类,511,68.83,42174,二本,eol.cn,True,天津工业大学 | 燕山大学 | 长春理工大学,昆明理工大学 | 新疆大学 | 上海海关学院,山东师范大学 | 三峡大学 | 东北石油大学 | 东华理工大学 | 中南林业科技大学,口腔医学技术 | 遥感科学与技术 | 中医康复学 | 宝石及材料工艺学,护理学 | 康复治疗学 | 土木工程 | 临床药学,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,0
陕西,物理类,536,77.72,30186,二本,eol.cn,True,云南大学 | 北京信息科技大学 | 东北财经大学,南京工业大学 | 宁波大学 | 广东工业大学,天津工业大学 | 长春理工大学 | 上海政法学院 | 东北电力大学 | 中北大学,口腔医学技术 | 遥感科学与技术 | 中医康复学 | 宝石及材料工艺学,护理学 | 康复治疗学 | 土木工程 | 临床药学,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,0
